Accession,Biosample,Kept,type,Nreads,NEWEVAL,X..contigs.....1000.bp.,X..contigs.....5000.bp.,X..contigs.....10000.bp.,X..contigs.....25000.bp.,X..contigs.....50000.bp.,Total.length.....0.bp.,Total.length.....1000.bp.,Total.length.....5000.bp.,Total.length.....10000.bp.,Total.length.....25000.bp.,Total.length.....50000.bp.,X..contigs,Largest.contig,N50.x,N75,L50,L75,X..N.s.per.100.kbp,X..predicted.genes.....0.bp.,X..predicted.genes.....300.bp.,X..predicted.genes.....1500.bp.,X..predicted.genes.....3000.bp.,X..total.reads,X..left,X..right,Mapped....,Properly.paired....,Avg..coverage.depth,Coverage....1x....,species,species_match,contig_count,N50.y,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,GC,contigs,Genes,TotalLength,geneshet,Min,Q1,Median,Mean,Q3,Max,NAs,MashMedianrounded,type2
GCF_014041645.2,SAMN15649156,Yes,NCBI,NA,NA,6,6,5,4,4,5822589,5822589,5822589,5816216,5804246,5804246,6,5381513,5381513,5381513,1,1,0,5105 + 1 part,4628 + 1 part,720 + 0 part,75 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5381513,5381513,5822589,no,-,ST11,1,2,8,11,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IId^;aadA2;rmtB,-,fosA3,qnrS1,-,-,-,-,-,tet(A).v1,-,dfrA1.v1,LAP-2;TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.04,6,5053,5822589,NA,2.38274e-05,0.00617965,0.0111321,0.00971191710069866,0.0121679,0.0187432,1,0.0111,BD
GCF_014041735.2,SAMN15649152,Yes,NCBI,NA,NA,5,5,4,3,3,5834412,5834412,5834412,5828816,5818756,5818756,5,5462788,5462788,5462788,1,1,0,5128 + 1 part,4663 + 1 part,724 + 0 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5462788,5462788,5834412,no,-,ST11,1,2,7,8,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2;aadA2^;aph3-Ia.v1^,-,-,-,-,mphA,-,-,sul1,-,-,dfrA12,-,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.1,5,5057,5834412,NA,0,0.00521614,0.0105261,0.00903049697761999,0.011621,0.0189299,1,0.0105,BD
GCF_014041845.2,SAMN15649146,Yes,NCBI,NA,NA,6,6,5,4,4,5877921,5877921,5877921,5872325,5860355,5860355,6,5427937,5427937,5427937,1,1,0,5153 + 5 part,4675 + 5 part,726 + 2 part,76 + 1 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5427937,5427937,5877921,no,-,ST11,1,2,9,12,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IId^;rmtB,-,fosA3,qnrS1,-,-,-,-,sul1,tet(A).v1,-,dfrA1.v1,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.1,6,5100,5877921,NA,0,0.00567497,0.0109136,0.00944246770590826,0.0120298,0.0188675,1,0.0109,BD
GCF_014854815.1,SAMN09925542,Yes,NCBI,NA,NA,4,4,4,4,4,5898284,5898284,5898284,5898284,5898284,5898284,4,5479294,5479294,5479294,1,1,0,5217 + 1 part,4743 + 1 part,722 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5479294,5479294,5898284,no,-,ST11,4,2,9,13,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,none,Very high,98.65%,,aadA2;rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12;SHV-12^,-,KPC-2,-,238S;238S;240K;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.98,4,5196,5898284,NA,9.55247e-05,0.00617965,0.0113086,0.00980156666654769,0.0124467,0.0196919,1,0.0113,BD
GCF_014905815.1,SAMD00237915,Yes,NCBI,NA,NA,6,5,4,4,4,5746759,5746759,5742768,5733474,5733474,5733474,6,5397394,5397394,5397394,1,1,0,5046 + 0 part,4606 + 0 part,707 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5397394,5397394,5746759,no,-,ST11,1,2,9,14,ybt 15; ICEKp11,230,-,0,-,0,-,0,-,0,-,wzi24,KL24,-,High,99.99%,KL24_13_wcuG,O2v1,O2,none,Very high,98.52%,,aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA2^;rmtB,-,-,qnrB9.2^,-,ermB.v1*;mphA;mphA?,-,-,sul1,tet(A).v1,-,dfrA12,TEM-1D.v1^,-,CTX-M-15,-,NDM-5,SHV-11.v1,35Q,-,-,GyrA-83F;GyrA-87A;ParC-80I,SHV-11.v1*-80%,dfrA14.v1?-0%;strB.v1?-0%,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34,14,1,4,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.06,6,5027,5746759,NA,0.000631368,0.00531349,0.0107405,0.00920673606120899,0.0117564,0.0191181,1,0.0107,BD
GCF_015178905.2,SAMN08166469,Yes,NCBI,NA,NA,4,4,4,3,3,5676002,5676002,5676002,5676002,5664032,5664032,4,5403474,5403474,5403474,1,1,1.76,5008 + 1 part,4560 + 0 part,700 + 0 part,65 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5403474,5403474,5676002,yes (100),ambiguous_bases,ST11,1,3,10,13,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IId^;aadA2^;rmtB;strA.v1^;strB.v1,-,-,-,-,erm(42)*,-,-,sul2,tet(G).v1,-,dfrA12,TEM-1D.v1^,-,CTX-M-14;CTX-M-14,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,MgrB-74%,GyrA-83I;GyrA-87G;ParC-80I,TEM-30*-10%,floR.v2*?;sul1?-63%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.25,4,4947,5676002,NA,0.000458924,0.00560872,0.0106974,0.00923448222531895,0.0117112,0.0199514,1,0.0107,BD
GCF_015238655.1,SAMN14411776,Yes,NCBI,NA,NA,6,6,5,4,4,5887750,5887750,5887750,5882154,5872105,5872105,6,5436990,5436990,5436990,1,1,0,5157 + 3 part,4685 + 3 part,735 + 0 part,74 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5436990,5436990,5887750,no,-,ST11,1,2,9,9,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.97%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",aac(3)-IId^,-,-,qnrS1,-,-,catII.2*,-,sul1,tet(A).v1,-,dfrA1.v1,LAP-2,-,CTX-M-14,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,mphA?-0%,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.99,6,5098,5887750,NA,2.38274e-05,0.00550978,0.0108702,0.00939378966098117,0.011984,0.0195632,1,0.0109,BD
GCF_015238895.1,SAMN14411775,Yes,NCBI,NA,NA,6,6,5,4,4,5857642,5857642,5857642,5852046,5841986,5841986,6,5434420,5434420,5434420,1,1,0,5141 + 1 part,4670 + 1 part,729 + 0 part,75 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5434420,5434420,5857642,no,-,ST11,1,2,10,10,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.98%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",aph3-Ia.v1^,-,-,qnrS1,-,mphA,catII.2*,-,sul1,tet(A).v1,-,dfrA1.v1,LAP-2,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.99,6,5080,5857642,NA,7.15897e-05,0.00550978,0.0108702,0.009370614068226,0.011984,0.0194991,1,0.0109,BD
GCF_015239135.1,SAMN14411774,Yes,NCBI,NA,NA,6,6,5,4,4,5877289,5877289,5877289,5871693,5861633,5861633,6,5438841,5438841,5438841,1,1,0,5155 + 2 part,4681 + 2 part,733 + 0 part,73 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5438841,5438841,5877289,no,-,ST11,1,2,10,10,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.97%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",aac(3)-IId^,-,-,qnrS1,-,mphA,catII.2*,-,sul1,tet(A).v1,-,dfrA1.v1,LAP-2,-,CTX-M-65,-,KPC-2*,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.98,6,5094,5877289,NA,7.15897e-05,0.00557568,0.0108702,0.00940680890583991,0.011984,0.0194352,1,0.0109,BD
GCF_015239295.1,SAMN14411773,Yes,NCBI,NA,NA,6,6,5,4,4,5892312,5892312,5892312,5886716,5876656,5876656,6,5435561,5435561,5435561,1,1,0,5166 + 1 part,4691 + 1 part,736 + 0 part,75 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5435561,5435561,5892312,no,-,ST11,1,2,10,12,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.97%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",aac(3)-IId^;aph3-Ia.v1^,-,-,qnrS1,-,mphA,catII.2*,-,sul1,tet(A).v1,-,dfrA1.v1,LAP-2,-,CTX-M-65;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.98,6,5095,5892312,NA,2.38274e-05,0.0055427,0.0109136,0.00941926044570929,0.011984,0.0196275,1,0.0109,BD
GCF_015243235.1,SAMN16451036,Yes,NCBI,NA,NA,7,7,6,5,5,6029648,6029648,6029648,6024052,6012082,6012082,7,5557247,5557247,5557247,1,1,0,5296 + 1 part,4814 + 1 part,737 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,7,5557247,5557247,6029648,no,-,ST11,4,2,9,12,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,none,Very high,98.65%,,aadA2;rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65*,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.86,7,5207,6029648,NA,9.55247e-05,0.00638544,0.0115761,0.010030505502863,0.0126347,0.0200822,1,0.0116,BD
GCF_015277755.1,SAMN16604318,Yes,NCBI,NA,NA,6,6,5,4,4,5839515,5839515,5839515,5833919,5821949,5821949,6,5390180,5390180,5390180,1,1,0,5128 + 0 part,4674 + 0 part,724 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5390180,5390180,5839515,no,-,ST11,4,2,10,11,ybt 9; ICEKp3 (truncated),503-2LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1 (truncated),27-1LV,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,-,High,98.65%,O1/O2v1_03_wbbM,rmtB,-,fosA3,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1*,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60*-0%,65,9,5,5,11*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,4-47%,3,2,iroN_1*-0%,56.93,6,5061,5839515,NA,2.38274e-05,0.00614558,0.0111761,0.00975434176969927,0.0123533,0.0193714,1,0.0112,BD
GCF_015278275.1,SAMN16365724,Yes,NCBI,NA,NA,4,4,4,3,3,5725295,5725295,5725295,5725295,5702657,5702657,4,5464919,5464919,5464919,1,1,0,5065 + 0 part,4608 + 0 part,703 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5464919,5464919,5725295,no,-,ST11,1,2,8,11,ybt 9; ICEKp3,503-2LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IId^;rmtB;strA.v1^;strB.v1,-,-,-,-,erm(42)*,-,-,sul2,-,-,-,TEM-1D.v1^,TEM-30*,CTX-M-14;CTX-M-90,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60*,65,9,5,5,11*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.21,4,5011,5725295,NA,4.76906e-05,0.00528099,0.0107405,0.00919869098658111,0.0118017,0.0200822,1,0.0107,BD
GCF_015278295.1,SAMN16365723,Yes,NCBI,NA,NA,5,5,4,3,3,5717767,5716939,5716939,5710369,5687963,5687963,6,5472594,5472594,5472594,1,1,0,5050 + 0 part,4596 + 0 part,707 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5472594,5472594,5717767,no,-,ST11,1,2,7,7,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.41%,,OL101,OL101,-,High,94.98%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",strA.v1^;strB.v1,-,-,-,-,erm(42)*,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-14,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.2,6,4998,5717767,NA,4.76906e-05,0.00528099,0.0107405,0.00921900727758961,0.01181305,0.0200822,1,0.0107,BD
GCF_015278375.1,SAMN16365721,Yes,NCBI,NA,NA,11,8,6,5,4,6016102,6016102,6007463,5991505,5981458,5937497,11,5522477,5522477,5522477,1,1,0,5255 + 2 part,4785 + 2 part,739 + 0 part,80 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,11,5522477,5522477,6016102,no,-,ST11,1,2,10,17,ybt 15; ICEKp11,231-1LV,-,0,-,0,-,0,-,0,-,wzi110,unknown (best match = KL110),-,None,99.95%,KL110_15_wbaZ,O2v1,O2,none,Very high,98.61%,,aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1,-,-,qnrB4,-,erm(42)*,catA1*,arr-3,sul1;sul2,-,-,dfrA27,DHA-1;TEM-1D.v1^,-,CTX-M-14;CTX-M-14,-,OXA-48;OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34*,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.54,11,5231,6016102,NA,2.38274e-05,0.00628226,0.0118471,0.010375900547342,0.012872,0.0206126,1,0.0118,BD
GCF_015278395.1,SAMN16365722,Yes,NCBI,NA,NA,4,4,4,3,3,5741814,5741814,5741814,5741814,5719242,5719242,4,5485348,5485348,5485348,1,1,0,5099 + 1 part,4628 + 1 part,702 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5485348,5485348,5741814,no,-,ST11,1,2,6,8,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IId^;rmtB;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-14,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,TEM-105*?-0%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.21,4,5041,5741814,NA,2.38274e-05,0.00541137,0.0109571,0.00938488141021416,0.0120298,0.0202137,1,11,BD
GCF_015278415.1,SAMN16365720,Yes,NCBI,NA,NA,5,4,3,3,3,5646500,5646500,5642921,5633972,5633972,5633972,5,5383441,5383441,5383441,1,1,0,4948 + 1 part,4535 + 1 part,708 + 0 part,66 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5383441,5383441,5646500,no,-,ST11,1,2,10,14,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,100.00%,,O2v1,O2,none,Very high,98.62%,,aac(3)-IId^;aadA2^;rmtB;strA.v1^;strB.v1,-,-,-,-,erm(42)*,-,-,sul2,tet(G).v1,-,dfrA12,TEM-1D.v1^,TEM-30*,CTX-M-14;CTX-M-14,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,floR.v2*?;sul1?-63%,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.01,5,4920,5646500,NA,2.38274e-05,0.00590877,0.0112643,0.00981986002486331,0.0123068,0.0202797,1,0.0113,BD
GCF_015278455.1,SAMN16365718,Yes,NCBI,NA,NA,5,5,5,4,4,6001537,6001537,6001537,6001537,5977016,5977016,5,5536327,5536327,5536327,1,1,0,5289 + 1 part,4794 + 1 part,736 + 0 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5536327,5536327,6001537,no,-,ST11,1,2,9,22,ybt 9; ICEKp3,503-4LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.99%,OL101_09_glycosylhydrolase,aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib-cr.v2;rmtB;strA.v1^;strA.v1^;strB.v1;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2;sul2,tet(A).v1;tet(A).v1*,-,dfrA14.v2*,OXA-1;TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-14;CTX-M-15;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,TEM-105*?-0%,ST11,3,3,1,1,1,1,4,140*,11,6,5*,1,60*,65,9,5,5*,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.99,5,5217,6001537,NA,4.76906e-05,0.00557568,0.0110007,0.0095216519248633,0.0121679,0.0201478,1,11,BD
GCF_015278465.1,SAMN16365717,Yes,NCBI,NA,NA,4,4,4,3,3,5758970,5758970,5758970,5758970,5734811,5734811,4,5490072,5490072,5490072,1,1,0,5117 + 1 part,4642 + 1 part,704 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5490072,5490072,5758970,no,-,ST11,1,2,7,10,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi209,KL47,-,High,99.40%,KL47_07_wcaJ,OL101,OL101,-,High,94.97%,OL101_09_glycosylhydrolase,aac(3)-IId^;rmtB;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,tet(A).v1*,-,-,TEM-1D.v1^,-,CTX-M-14;CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,TEM-105*?-0%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.2,4,5054,5758970,NA,2.38274e-05,0.00544411,0.0110007,0.00941300497605559,0.012041275,0.0201478,1,11,BD
GCF_015355875.1,SAMN16561435,Yes,NCBI,NA,NA,5,5,4,4,4,6023848,6023848,6023848,6018252,6018252,6018252,5,5455659,5455659,5455659,1,1,0,5283 + 2 part,4806 + 2 part,743 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5455659,5455659,6023848,no,-,ST11,4,2,4,6,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1 (truncated),40-1LV,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,-,-,-,-,-,-,LAP-2;TEM-1D.v1^,-,CTX-M-14,-,KPC-2;KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,aac(6')-Ib7*-28%;cmlA5*-21%,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,26*-0%,3,2,iroN_1*-0%,56.78,5,5216,6023848,NA,0.000385581,0.00659353,0.0117564,0.0102297197207625,0.0127767,0.0204123,1,0.0118,BD
GCF_015355895.1,SAMN16561434,Yes,NCBI,NA,NA,6,6,5,5,5,5923020,5923020,5923020,5917424,5917424,5917424,6,5354843,5354843,5354843,1,1,0,5187 + 2 part,4719 + 2 part,731 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5354843,5354843,5923020,no,-,ST11,4,2,4,6,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1 (truncated),40-1LV,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,-,-,-,-,-,-,LAP-2;TEM-1D.v1^,-,CTX-M-14,-,KPC-2;KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,aac(6')-Ib7*-28%;cmlA5*-21%,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,26*-0%,3,2,iroN_1*-0%,56.85,6,5122,5923020,NA,0.000385581,0.00701675,0.0116661,0.0103068715135936,0.0127293,0.0198213,1,0.0117,BD
